iter	Passed	Remaining
697	894	386
698	895	385
699	895	383
700	896	382
701	897	380
702	898	379
703	899	377
704	899	376
705	900	375
706	901	373
707	902	372
708	902	370
709	903	369
710	904	367
711	904	366
712	906	364
713	907	363
714	908	362
715	909	360
716	910	359
717	910	357
718	911	356
719	912	354
720	913	353
721	913	351
722	914	350
723	915	349
724	916	347
725	917	346
726	917	344
727	918	343
728	919	341
729	920	340
730	921	338
731	921	337
732	923	336
733	924	334
734	925	333
735	925	332
736	926	330
737	927	329
738	928	327
739	928	326
740	929	324
741	930	323
742	931	322
743	932	320
744	932	319
745	933	317
746	934	316
747	935	315
748	936	313
749	938	312
750	939	311
751	940	310
752	941	308
753	942	307
754	943	306
755	944	304
756	945	303
757	945	302
758	946	300
759	947	299
760	948	298
761	949	296
762	950	295
763	951	293
764	952	292
765	953	291
766	954	289
767	955	288
768	956	287
769	957	286
770	958	284
771	958	283
772	959	281
773	960	280
774	961	279
775	961	277
776	962	276
777	963	274
778	964	273
779	964	272
780	965	270
781	967	269
782	968	268
783	968	266
784	969	265
785	970	264
786	971	262
787	972	261
788	973	260
789	973	258
790	974	257
791	975	256
792	976	254
793	976	253
794	977	252
795	978	250
796	979	249
797	979	248
798	980	246
799	981	245
800	982	244
801	983	242
802	984	241
803	985	240
804	986	238
805	987	237
806	987	236
807	988	234
808	989	233
809	990	232
810	990	230
811	991	229
812	992	228
813	993	226
814	993	225
815	994	224
816	995	222
817	996	221
818	997	220
819	998	219
820	999	217
821	1000	216
822	1001	215
823	1001	214
824	1002	212
825	1003	211
826	1004	210
827	1004	208
828	1005	207
829	1006	206
830	1007	204
831	1008	203
832	1008	202
833	1009	200
834	1010	199
835	1011	198
836	1012	197
837	1013	195
838	1014	194
839	1015	193
840	1015	192
841	1016	190
842	1017	189
843	1017	188
844	1018	186
845	1019	185
846	1020	184
847	1021	183
848	1021	181
849	1022	180
850	1023	179
851	1024	177
852	1024	176
853	1025	175
854	1026	174
855	1027	172
856	1028	171
857	1029	170
858	1030	169
859	1031	167
860	1031	166
861	1032	165
862	1033	164
863	1034	162
864	1034	161
865	1035	160
866	1036	159
867	1037	157
868	1037	156
869	1038	155
870	1039	153
871	1040	152
872	1041	151
873	1042	150
874	1043	149
875	1044	147
876	1045	146
877	1046	145
878	1047	144
879	1048	142
880	1049	141
881	1049	140
882	1050	139
883	1051	137
884	1052	136
885	1052	135
886	1053	134
887	1054	132
888	1055	131
889	1056	130
890	1057	129
891	1058	128
892	1059	126
893	1059	125
894	1060	124
895	1061	123
896	1062	121
897	1062	120
898	1063	119
899	1064	118
900	1065	117
901	1065	115
902	1066	114
903	1067	113
904	1068	112
905	1069	110
906	1070	109
907	1071	108
908	1072	107
909	1072	106
910	1073	104
911	1074	103
912	1075	102
913	1075	101
914	1076	100
915	1077	98
916	1078	97
917	1078	96
918	1079	95
919	1080	93
920	1081	92
921	1081	91
922	1082	90
923	1083	89
924	1084	87
925	1085	86
926	1086	85
927	1087	84
928	1088	83
929	1089	81
930	1089	80
931	1090	79
932	1091	78
933	1092	77
934	1092	75
935	1093	74
936	1094	73
937	1095	72
938	1095	71
939	1096	70
940	1097	68
941	1098	67
942	1100	66
943	1101	65
944	1102	64
945	1103	62
946	1104	61
947	1105	60
948	1106	59
949	1106	58
950	1107	57
951	1108	55
952	1109	54
953	1109	53
954	1110	52
955	1111	51
956	1112	49
957	1112	48
958	1113	47
959	1114	46
960	1115	45
961	1116	44
962	1117	42
963	1118	41
964	1118	40
965	1119	39
966	1120	38
967	1121	37
968	1121	35
969	1122	34
970	1123	33
971	1124	32
972	1124	31
973	1125	30
974	1126	28
975	1127	27
976	1128	26
977	1128	25
978	1130	24
979	1131	23
980	1132	21
981	1132	20
982	1134	19
983	1134	18
984	1135	17
985	1136	16
986	1137	14
987	1137	13
988	1138	12
989	1139	11
990	1140	10
991	1140	9
992	1141	8
993	1142	6
994	1142	5
995	1143	4
996	1145	3
997	1145	2
998	1146	1
999	1147	0
